Location Number,Location Name,Location Type,Address,City,State,Zip Code,Phone Number,County,Latitude,Longitude,Accuracy
MA0013-002,Belding Memorial Library,Central Library,344 Main St.,Ashfield,MA,01330,(413) 628-4414,Franklin,42.52619,-72.794428,STREET_ADDRESS: ROOFTOP
MA0013,Belding Memorial Library,Library System,344 Main St.,Ashfield,MA,01330,(508) 222-0157,Franklin,42.52619,-72.794428,STREET_ADDRESS: ROOFTOP
MA0014-002,Ashland Public Library,Central Library,66 Front St.,Ashland,MA,01721,(508) 881-0134,Middlesex,42.2605397,-71.463292,STREET_ADDRESS: ROOFTOP
MA0014,Ashland Public Library,Library System,66 Front St.,Ashland,MA,01721,(508) 832-7790,Middlesex,42.2605397,-71.463292,STREET_ADDRESS: ROOFTOP
MA0363-005,Guilford H. Hathaway Library,Branch Library,6 North Main Street,Assonet,MA,02702,(508) 644-2385,Bristol,41.7953095,-71.0677735,STREET_ADDRESS: RANGE_INTERPOLATED
MA0015,Athol Public Library,Library System,82 Freedom Street,Athol,MA,01331,(508) 583-0378,Worcester,42.5927573,-72.2348404,STREET_ADDRESS: RANGE_INTERPOLATED
MA0015-002,Athol Public Library,Central Library,568 Main Street,Athol,MA,01331,(978) 249-9515,Worcester,42.5940419,-72.2285118,STREET_ADDRESS: ROOFTOP
MA0016-002,Attleboro Public Library,Central Library,74 North Main Street,Attleboro,MA,02703,(508) 222-0157,Bristol,41.9456187,-71.2858644,STREET_ADDRESS: RANGE_INTERPOLATED
MA0016,Attleboro Public Library,Library System,74 North Main Street,Attleboro,MA,02703,(978) 772-8250,Bristol,41.9456187,-71.2858644,STREET_ADDRESS: RANGE_INTERPOLATED
MA0017,Auburn Free Public Library,Library System,369 Southbridge St.,Auburn,MA,01501,(508) 653-6730,Worcester,42.2046262,-71.8350681,STREET_ADDRESS: ROOFTOP
MA0017-002,Auburn Free Public Library,Central Library,369 Southbridge St.,Auburn,MA,01501,(508) 832-7790,Worcester,42.2046262,-71.8350681,STREET_ADDRESS: ROOFTOP
MA0018-002,Avon Public Library,Central Library,280 West Main St.,Avon,MA,02322,(508) 583-0378,Norfolk,42.1290528,-71.0415989,STREET_ADDRESS: ROOFTOP
MA0018,Avon Public Library,Library System,280 West Main St.,Avon,MA,02322,(508) 634-2209,Norfolk,42.1290528,-71.0415989,STREET_ADDRESS: ROOFTOP
MA0019-002,Ayer Public Library,Central Library,26 East Main St.,Ayer,MA,01432,(978) 772-8250,Middlesex,42.5579396,-71.5837817,STREET_ADDRESS: RANGE_INTERPOLATED
MA0019,Ayer Public Library,Library System,26 East Main St.,Ayer,MA,01432,(978) 297-0300,Middlesex,42.5579396,-71.5837817,STREET_ADDRESS: RANGE_INTERPOLATED
MA0020-008,Sturgis Library,Central Library,3090 Main St.,Barnstable,MA,02630,(508) 362-6636,Barnstable,41.703387,-70.307203,STREET_ADDRESS: ROOFTOP
MA0020,Sturgis Library,Library System,3090 Main St.,Barnstable,MA,02630,(617) 489-2000,Barnstable,41.703387,-70.307203,STREET_ADDRESS: ROOFTOP
MA0021-002,Woods Memorial Library,Central Library,19 Pleasant St.,Barre,MA,01005,(978) 355-2533,Worcester,42.422977,-72.10664,STREET_ADDRESS: ROOFTOP
MA0021,Woods Memorial Library,Library System,19 Pleasant St.,Barre,MA,01005,(413) 499-9480,Worcester,42.422977,-72.10664,STREET_ADDRESS: ROOFTOP
MA0023-002,Bedford Free Public Library,Central Library,7 Mudge Way,Bedford,MA,01730,(781) 275-9440,Middlesex,42.4920486,-71.2836691,STREET_ADDRESS: ROOFTOP
MA0023,Bedford Free Public Library,Library System,7 Mudge Way,Bedford,MA,01730,(978) 921-6062,Middlesex,42.4920486,-71.2836691,STREET_ADDRESS: ROOFTOP
MA0024-002,Clapp Memorial Library,Central Library,19 S. Main Street,Belchertown,MA,01007,(413) 323-0417,Hampshire,42.276334,-72.3997459,STREET_ADDRESS: ROOFTOP
MA0024,Clapp Memorial Library,Library System,19 S. Main Street,Belchertown,MA,01007,(978) 365-4160,Hampshire,42.276334,-72.3997459,STREET_ADDRESS: ROOFTOP
MA0025-002,Bellingham Public Library,Central Library,100 Blackstone Street,Bellingham,MA,02019,(508) 966-1660,Norfolk,42.0756026,-71.47027,STREET_ADDRESS: ROOFTOP
MA0025,Bellingham Public Library,Library System,100 Blackstone Street,Bellingham,MA,02019,(978) 671-0948,Norfolk,42.0756026,-71.47027,STREET_ADDRESS: ROOFTOP
MA0026-002,Belmont Public Library,Central Library,336 Concord Ave.,Belmont,MA,02478,(617) 489-2000,Middlesex,42.3945967,-71.1724047,STREET_ADDRESS: ROOFTOP
MA0026,Belmont Public Library,Library System,336 Concord Ave.,Belmont,MA,02478,(508) 883-1931,Middlesex,42.3945967,-71.1724047,STREET_ADDRESS: ROOFTOP
MA0027-002,Berkley Public Library,Central Library,3 North Main Street,Berkley,MA,02779,(508) 822-3329,Bristol,41.8469436,-71.0823918,STREET_ADDRESS: ROOFTOP
MA0027,Berkley Public Library,Library System,3 North Main Street,Berkley,MA,02779,(508) 252-4236,Bristol,41.8469436,-71.0823918,STREET_ADDRESS: ROOFTOP
MA0028-002,Berlin Public Library,Central Library,23 Carter Street,Berlin,MA,01503,(978) 838-2812,Worcester,42.3829379,-71.6357653,STREET_ADDRESS: RANGE_INTERPOLATED
MA0028,Berlin Public Library,Library System,23 Carter Street,Berlin,MA,01503,(978) 779-2839,Worcester,42.3829379,-71.6357653,STREET_ADDRESS: RANGE_INTERPOLATED
MA0029-002,Cushman Library,Central Library,28 Church St.,Bernardston,MA,01337,(413) 648-5402,Franklin,42.6710048,-72.5483277,LOCALITY: APPROXIMATE
MA0029,Cushman Library,Library System,28 Church Street,Bernardston,MA,01337,(617) 536-5400,Franklin,42.6712534,-72.5513691,STREET_ADDRESS: RANGE_INTERPOLATED
MA0030-004,Beverly Bookmobile,Bookmobile,32 Essex St.,Beverly,MA,01915,(978) 921-6062,Essex,42.550859,-70.876824,STREET_ADDRESS: ROOFTOP
MA0030-003,Beverly Farms Branch Library,Branch Library,24 Vine Street,Beverly,MA,01915,(978) 921-6066,Essex,42.562861,-70.813781,STREET_ADDRESS: ROOFTOP
MA0030-002,Beverly Public Library,Central Library,32 Essex St.,Beverly,MA,01915,(978) 921-6062,Essex,42.550859,-70.876824,STREET_ADDRESS: ROOFTOP
MA0030,Beverly Public Library,Library System,32 Essex St.,Beverly,MA,01915,(978) 887-7323,Essex,42.550859,-70.876824,STREET_ADDRESS: ROOFTOP
MA0031-002,Billerica Public Library,Central Library,15 Concord Rd.,Billerica,MA,01821,(978) 671-0948,Middlesex,42.5584043,-71.2700037,STREET_ADDRESS: ROOFTOP
MA0031,Billerica Public Library,Library System,15 Concord Rd.,Billerica,MA,01821,(508) 543-1245,Middlesex,42.5584043,-71.2700037,STREET_ADDRESS: ROOFTOP
MA0032-002,Blackstone Free Public Library,Central Library,86 Main St.,Blackstone,MA,01504,(508) 883-1931,Worcester,42.0191959,-71.535147,STREET_ADDRESS: RANGE_INTERPOLATED
MA0032,Blackstone Free Public Library,Library System,86 Main St.,Blackstone,MA,01504,(508) 869-2371,Worcester,42.0191959,-71.535147,STREET_ADDRESS: RANGE_INTERPOLATED
MA0033-002,Porter Memorial Library,Central Library,87 Main Street,Blandford,MA,01008,(413) 848-2853,Hampden,42.1765883,-72.9181449,STREET_ADDRESS: RANGE_INTERPOLATED
MA0033,Porter Memorial Library,Library System,87 Main Street,Blandford,MA,01008,(978) 939-5582,Hampden,42.1765883,-72.9181449,STREET_ADDRESS: RANGE_INTERPOLATED
MA0034-002,Bolton Public Library,Central Library,738 Main St.,Bolton,MA,01740,(978) 779-2839,Worcester,42.434637,-71.611832,STREET_ADDRESS: ROOFTOP
MA0034,Bolton Public Library,Library System,738 Main St.,Bolton,MA,01740,(508) 896-3913,Worcester,42.434637,-71.611832,STREET_ADDRESS: ROOFTOP
MA0035-004,North End Branch Library,Branch Library,25 Parmenter Street,Boston,MA,02113,(617) 227-8135,Suffolk,42.364083,-71.0549039,STREET_ADDRESS: ROOFTOP
MA0035-006,West End Branch Library,Branch Library,151 Cambridge Street,Boston,MA,02114,(617) 523-3957,Suffolk,42.3615206,-71.0650071,STREET_ADDRESS: ROOFTOP
MA0035-002,Boston Public Library,Central Library,700 Boylston Street,Boston,MA,02116,(617) 536-5400,Suffolk,42.3494844,-71.0777402,STREET_ADDRESS: ROOFTOP
MA0035,Boston Public Library,Library System,700 Boylston Street,Boston,MA,02116,(508) 697-3331,Suffolk,42.3494844,-71.0777402,STREET_ADDRESS: ROOFTOP
MA0035-005,South End Branch Library,Branch Library,685 Tremont Street,Boston,MA,02118,(617) 536-8241,Suffolk,42.3414162,-71.0768544,STREET_ADDRESS: ROOFTOP
MA0036-002,Jonathan Bourne Public Library,Central Library,19 Sandwich Road,Bourne,MA,02532,(508) 759-0644,Barnstable,41.742507,-70.598614,STREET_ADDRESS: ROOFTOP
MA0036,Jonathan Bourne Public Library,Library System,19 Sandwich Road,Bourne,MA,02532,(413) 245-3518,Barnstable,41.742507,-70.598614,STREET_ADDRESS: ROOFTOP
MA0037-002,Sargent Memorial Library,Central Library,427 Mass. Ave.,Boxborough,MA,01719,(978) 263-4680,Middlesex,42.4892454,-71.5508084,STREET_ADDRESS: RANGE_INTERPOLATED
MA0037,Sargent Memorial Library,Library System,427 Mass. Ave.,Boxborough,MA,01719,(508) 580-7890,Middlesex,42.4892454,-71.5508084,STREET_ADDRESS: RANGE_INTERPOLATED
MA0038-002,Boxford Town Library,Central Library,10 Elm St.,Boxford,MA,01921,(978) 887-7323,Essex,42.6627246,-70.9978131,STREET_ADDRESS: RANGE_INTERPOLATED
MA0038,Boxford Town Library,Library System,10 Elm St.,Boxford,MA,01921,(617) 730-2360,Essex,42.6627246,-70.9978131,STREET_ADDRESS: RANGE_INTERPOLATED
MA0039-002,Boylston Public Library,Central Library,695 Main St.,Boylston,MA,01505,(508) 869-2371,Worcester,42.3536883,-71.7344987,STREET_ADDRESS: ROOFTOP
MA0039,Boylston Public Library,Library System,695 Main St.,Boylston,MA,01505,(508) 430-7562,Worcester,42.3536883,-71.7344987,STREET_ADDRESS: ROOFTOP
MA0040-002,Thayer Public Library,Central Library,798 Washington Street,Braintree,MA,02184,(781) 848-0405,Norfolk,42.20552,-71.004228,STREET_ADDRESS: ROOFTOP
MA0040,Thayer Public Library,Library System,798 Washington Street,Braintree,MA,02184,(413) 634-0109,Norfolk,42.20552,-71.004228,STREET_ADDRESS: ROOFTOP
MA0041,Brewster Ladies' Library,Library System,1822 Main Street,Brewster,MA,02631,(413) 625-9412,Barnstable,41.7584236,-70.0855025,STREET_ADDRESS: ROOFTOP
MA0041-002,Brewster Ladies' Library Assoc.,Central Library,1822 Main Street,Brewster,MA,02631,(508) 896-3913,Barnstable,41.7584236,-70.0855025,STREET_ADDRESS: ROOFTOP
MA0042-002,Bridgewater Public Library,Central Library,15 South St.,Bridgewater,MA,02324,(508) 697-3331,Plymouth,41.9884533,-70.9772731,STREET_ADDRESS: RANGE_INTERPOLATED
MA0042,Bridgewater Public Library,Library System,15 South St.,Bridgewater,MA,02324,(781) 270-1690,Plymouth,41.9884533,-70.9772731,STREET_ADDRESS: RANGE_INTERPOLATED
MA0035-007,Brighton Branch Library,Branch Library,40 Academy Hill Road,Brighton,MA,02135,(617) 782-6032,Suffolk,42.3476446,-71.1535049,STREET_ADDRESS: RANGE_INTERPOLATED
MA0035-008,Faneuil Branch Library,Branch Library,419 Faneuil Street,Brighton,MA,02135,(617) 782-6705,Suffolk,42.3513027,-71.167843,STREET_ADDRESS: ROOFTOP
MA0043-002,Brimfield Public Library,Central Library,25 Main Street,Brimfield,MA,01010,(413) 245-3518,Hampden,42.1219605,-72.2044069,STREET_ADDRESS: RANGE_INTERPOLATED
MA0043,Brimfield Public Library,Library System,25 Main Street,Brimfield,MA,01010,(413) 229-7004,Hampden,42.1219605,-72.2044069,STREET_ADDRESS: RANGE_INTERPOLATED
MA0044-002,Brockton Public Library System,Central Library,304 Main St.,Brockton,MA,02301,(508) 580-7890,Plymouth,42.0794057,-71.0192791,STREET_ADDRESS: ROOFTOP
MA0044,Brockton Public Library System,Library System,304 Main Street,Brockton,MA,02301,(617) 349-4040,Plymouth,42.0794057,-71.0192791,STREET_ADDRESS: ROOFTOP
MA0044-006,West Branch Library,Branch Library,540 Forest Avenue,Brockton,MA,02301,(508) 580-7894,Plymouth,42.0710773,-71.0429408,STREET_ADDRESS: ROOFTOP
MA0044-004,East Branch Library,Branch Library,54 Kingman Street,Brockton,MA,02302,(508) 580-7892,Plymouth,42.0828861,-71.0018343,STREET_ADDRESS: RANGE_INTERPOLATED
MA0045-002,Merrick Public Library,Central Library,2 Lincoln Street,Brookfield,MA,01506,(508) 867-6339,Worcester,42.2134721,-72.1016355,STREET_ADDRESS: RANGE_INTERPOLATED
MA0045,Merrick Public Library,Library System,2 Lincoln Street,Brookfield,MA,01506,(781) 821-5027,Worcester,42.2134721,-72.1016355,STREET_ADDRESS: RANGE_INTERPOLATED
MA0046-002,Brookline Public Library,Central Library,361 Washington St.,Brookline,MA,02445,(617) 730-2370,Norfolk,42.3346292,-71.1213454,PREMISE: ROOFTOP
MA0046,Brookline Public Library,Library System,361 Washington St.,Brookline,MA,02445,(508) 866-3415,Norfolk,42.3346292,-71.1213454,PREMISE: ROOFTOP
MA0046-003,Coolidge Corner Branch Library,Branch Library,31 Pleasant Street,Brookline,MA,02446,(617) 730-2380,Norfolk,42.3435634,-71.1193192,STREET_ADDRESS: ROOFTOP
MA0047-002,Buckland Public Library,Central Library,30 Upper St.,Buckland,MA,01338,(413) 625-9412,Franklin,42.5921845,-72.7911681,STREET_ADDRESS: RANGE_INTERPOLATED
MA0047,Buckland Public Library,Library System,30 Upper St.,Buckland,MA,01338,(781) 862-6288,Franklin,42.5921845,-72.7911681,STREET_ADDRESS: RANGE_INTERPOLATED
MA0048-002,Burlington Public Library,Central Library,22 Sears Street,Burlington,MA,01803,(781) 270-1690,Middlesex,42.505918,-71.192273,STREET_ADDRESS: ROOFTOP
MA0048,Burlington Public Library,Library System,22 Sears Street,Burlington,MA,01803,(508) 790-6220,Middlesex,42.505918,-71.192273,STREET_ADDRESS: ROOFTOP
MA0202-002,Newbury Town Library,Central Library,0 Lunt St.,Byfield,MA,01922,(978) 465-0539,Essex,42.7585021,-70.9463841,STREET_ADDRESS: RANGE_INTERPOLATED
MA0202,Newbury Town Library,Library System,0 Lunt St.,Byfield,MA,01922,(978) 465-0539,Essex,42.7585021,-70.9463841,STREET_ADDRESS: RANGE_INTERPOLATED
MA0049-006,Alma Boudreau Branch,Branch Library,245 Concord Avenue,Cambridge,MA,02138,(617) 349-4017,Middlesex,42.3833716,-71.1325704,STREET_ADDRESS: ROOFTOP
MA0049,Cambridge Public Library,Library System,449 Broadway,Cambridge,MA,02138,(508) 248-0452,Middlesex,42.3733199,-71.1110952,STREET_ADDRESS: RANGE_INTERPOLATED
MA0049-007,Daniel P. Collins Branch Library,Branch Library,64 Aberdeen Avenue,Cambridge,MA,02138,(617) 349-4021,Middlesex,42.3769429,-71.1468849,STREET_ADDRESS: ROOFTOP
MA0049-002,Cambridge Public Library,Central Library,359 Broadway,Cambridge,MA,02139,(617) 349-4040,Middlesex,42.3709148,-71.1039954,PREMISE: ROOFTOP
MA0049-003,Central Square Branch Library,Branch Library,45 Pearl Street,Cambridge,MA,02139,(617) 349-4010,Middlesex,42.3641806,-71.103689,STREET_ADDRESS: ROOFTOP
MA0049-008,Mildred A. O'neill Branch,Branch Library,70 Rindge Avenue,Cambridge,MA,02140,(617) 349-4023,Middlesex,42.391922,-71.1280895,STREET_ADDRESS: ROOFTOP
MA0049-005,Salvatore Valente Branch Library,Branch Library,826 Cambridge Street,Cambridge,MA,02141,(617) 349-4015,Middlesex,42.3720978,-71.0903137,STREET_ADDRESS: ROOFTOP
MA0049-004,William Cardinal O'connell Branch,Branch Library,48 Sixth Street,Cambridge,MA,02141,(617) 349-4019,Middlesex,42.366212,-71.086246,BUS_STATION: APPROXIMATE
MA0050-002,Canton Public Library,Central Library,786 Washington St.,Canton,MA,02021,(781) 821-5027,Norfolk,42.158579,-71.1451554,STREET_ADDRESS: ROOFTOP
MA0050,Canton Public Library,Library System,786 Washington St.,Canton,MA,02021,(508) 432-2610,Norfolk,42.158579,-71.1451554,STREET_ADDRESS: ROOFTOP
MA0051-002,Gleason Public Library,Central Library,22 Bedford Road,Carlisle,MA,01741,(978) 369-4898,Middlesex,42.528835,-71.348117,STREET_ADDRESS: ROOFTOP
MA0051,Gleason Public Library,Library System,22 Bedford Road,Carlisle,MA,01741,(978) 256-5521,Middlesex,42.528835,-71.348117,STREET_ADDRESS: ROOFTOP
MA0052-002,Carver Public Library,Central Library,2 Meadowbrook Way,Carver,MA,02330,(508) 866-3415,Plymouth,41.8896121,-70.7684044,STREET_ADDRESS: RANGE_INTERPOLATED
MA0052,Carver Public Library,Library System,2 Meadowbrook Way,Carver,MA,02330,(617) 466-4350,Plymouth,41.8896121,-70.7684044,STREET_ADDRESS: RANGE_INTERPOLATED
MA0350-002,Centerville Public Library,Central Library,585 Main St.,Centerville,MA,02632,(508) 790-6220,Barnstable,41.645235,-70.346236,STREET_ADDRESS: ROOFTOP
MA0350,Centerville Public Library,Library System,585 Main St.,Centerville,MA,02632,(508) 835-3711,Barnstable,41.645235,-70.346236,STREET_ADDRESS: ROOFTOP
MA0053-002,Tyler Memorial Library,Central Library,Main St.,Charlemont,MA,01339,(413) 339-4335,Franklin,42.6275731,-72.8618714,ROUTE: GEOMETRIC_CENTER
MA0053,Tyler Memorial Library,Library System,Main St.,Charlemont,MA,01339,(413) 743-4746,Franklin,42.6275731,-72.8618714,ROUTE: GEOMETRIC_CENTER
MA0035-009,Charlestown Branch Library,Branch Library,179 Main Street,Charlestown,MA,02129,(617) 242-1248,Suffolk,42.3757312,-71.0646839,STREET_ADDRESS: RANGE_INTERPOLATED
MA0054-002,Charlton Public Library,Central Library,40 Main St.,Charlton,MA,01507,(508) 248-0452,Worcester,42.1337672,-71.9697405,STREET_ADDRESS: RANGE_INTERPOLATED
MA0054,Charlton Public Library,Library System,40 Main St.,Charlton,MA,01507,(508) 949-3880,Worcester,42.1337672,-71.9697405,STREET_ADDRESS: RANGE_INTERPOLATED
MA0055-002,Eldredge Public Library,Central Library,564 Main St.,Chatham,MA,02633,(508) 945-5170,Barnstable,41.681412,-69.9582867,PREMISE: ROOFTOP
MA0055,Eldredge Public Library,Library System,564 Main St.,Chatham,MA,02633,(413) 296-4735,Barnstable,41.681412,-69.9582867,PREMISE: ROOFTOP
MA0056-002,Chelmsford Public Library,Central Library,25 Boston Rd.,Chelmsford,MA,01824,(978) 256-5521,Middlesex,42.5945374,-71.3516266,STREET_ADDRESS: ROOFTOP
MA0056,Chelmsford Public Library,Library System,25 Boston Rd.,Chelmsford,MA,01824,(508) 645-3360,Middlesex,42.5945374,-71.3516266,STREET_ADDRESS: ROOFTOP
MA0057,Chelsea Public Library,Library System,569 Broadway,Chelsea,MA,02150,(413) 323-0417,Suffolk,42.393592,-71.032089,STREET_ADDRESS: ROOFTOP
MA0057-002,Chelsea Public Library,Central Library,569 Broadway,Chelsea,MA,02150,(617) 889-8399,Suffolk,42.3943432,-71.0313349,ROUTE: GEOMETRIC_CENTER
MA0058-002,Cheshire Public Library,Central Library,23 Depot Street,Cheshire,MA,01225,(413) 743-4746,Berkshire,42.5617121,-73.1627381,STREET_ADDRESS: RANGE_INTERPOLATED
MA0058,Cheshire Public Library,Library System,23 Depot Street,Cheshire,MA,01225,(413) 664-6050,Berkshire,42.5617121,-73.1627381,STREET_ADDRESS: RANGE_INTERPOLATED
MA0059-002,Hamilton Memorial Library,Central Library,195 Route 20,Chester,MA,01011,(413) 354-7808,Hampden,42.2759841,-72.9739461,ESTABLISHMENT: APPROXIMATE
MA0059,Hamilton Memorial Library,Library System,195 Route 20,Chester,MA,01011,(978) 422-6409,Hampden,42.2759841,-72.9739461,ESTABLISHMENT: APPROXIMATE
MA0375,Chesterfield Public Library,Library System,408 Main Road,Chesterfield,MA,01012,(978) 318-3300,Hampshire,42.3918645,-72.84147,STREET_ADDRESS: RANGE_INTERPOLATED
MA0375-002,Chesterfield Public Library,Central Library,408 Main Road,Chesterfield,MA,01012,(413) 296-4735,Hampshire,42.3918645,-72.84147,STREET_ADDRESS: RANGE_INTERPOLATED
MA0046-004,Putterham Branch Library,Branch Library,959 West Roxbury Parkway,Chestnut Hill,MA,02467,(617) 730-2385,Norfolk,42.3024441,-71.1500687,STREET_ADDRESS: ROOFTOP
MA0061-002,Chicopee Public Library,Central Library,449 Front St.,Chicopee,MA,01013,(413) 594-1800,Hampden,42.1483888,-72.5994751,PREMISE: ROOFTOP
MA0061,Chicopee Public Library,Library System,449 Front St.,Chicopee,MA,01013,(508) 428-8141,Hampden,42.1483888,-72.5994751,PREMISE: ROOFTOP
MA0061-004,Chicopee Falls Branch Library,Branch Library,216 Broadway,Chicopee,MA,01020,(413) 592-1820,Hampden,42.1521805,-72.5803606,STREET_ADDRESS: RANGE_INTERPOLATED
MA0061-005,Fairview Branch Library,Branch Library,373 Britton Street,Chicopee,MA,01020,(413) 533-8218,Hampden,42.2088215,-72.5752784,STREET_ADDRESS: RANGE_INTERPOLATED
MA0062-002,Chilmark Free Public Library,Central Library,522 South Rd.,Chilmark,MA,02535,(508) 645-3360,Dukes,41.342424,-70.743523,STREET_ADDRESS: ROOFTOP
MA0062,Chilmark Free Public Library,Library System,522 South Rd.,Chilmark,MA,02535,(413) 648-5402,Dukes,41.342424,-70.743523,STREET_ADDRESS: ROOFTOP
MA0063-002,Clarksburg Town Library,Central Library,711 West Cross Road,Clarksburg,MA,01247,(413) 664-6050,Berkshire,42.7202849,-73.0976229,STREET_ADDRESS: RANGE_INTERPOLATED
MA0063,Clarksburg Town Library,Library System,711 West Cross Road,Clarksburg,MA,01247,(508) 990-7408,Berkshire,42.7202849,-73.0976229,STREET_ADDRESS: RANGE_INTERPOLATED
MA0064-002,Bigelow Free Public Library,Central Library,54 Walnut St.,Clinton,MA,01510,(978) 365-4160,Worcester,42.4171478,-71.6831387,STREET_ADDRESS: RANGE_INTERPOLATED
MA0064,Bigelow Free Public Library,Library System,54 Walnut St.,Clinton,MA,01510,(413) 684-6112,Worcester,42.4171478,-71.6831387,STREET_ADDRESS: RANGE_INTERPOLATED
MA0065-002,Paul Pratt Memorial Library,Central Library,35 Ripley Rd.,Cohasset,MA,02025,(781) 383-1348,Norfolk,42.242022,-70.809519,STREET_ADDRESS: ROOFTOP
MA0065,Paul Pratt Memorial Library,Library System,35 Ripley Rd.,Cohasset,MA,02025,(508) 999-0726,Norfolk,42.242022,-70.809519,STREET_ADDRESS: ROOFTOP
MA0066-002,Griswold Memorial Library,Central Library,14 Main Rd.,Colrain,MA,01340,(413) 624-3619,Franklin,42.672187,-72.699929,STREET_ADDRESS: ROOFTOP
MA0066,Griswold Memorial Library,Library System,14 Main Rd.,Colrain,MA,01340,(413) 458-5369,Franklin,42.672187,-72.699929,STREET_ADDRESS: ROOFTOP
MA0067-002,Concord Free Public Library,Central Library,129 Main Street,Concord,MA,01742,(978) 318-3300,Middlesex,42.4590476,-71.3548713,STREET_ADDRESS: RANGE_INTERPOLATED
MA0067,Concord Free Public Library,Library System,129 Main Street,Concord,MA,01742,(781) 751-9284,Middlesex,42.4590476,-71.3548713,STREET_ADDRESS: RANGE_INTERPOLATED
